# generated_by,scripts/270c_emit_stray_main_review_list.py,generated_at,2026-04-17T07:11:45.260870+00:00,purpose,Logan clinical eyeball before 270d --execute renames these into archive_legacy
schema,name,object_type,row_count,column_count,column_sample_first5,describe_error,proposed_target_name,justification,logan_decision,logan_notes
main,nsqip_enrichment,BASE TABLE,1275,94,research_id;nsqip_case_number;nsqip_operation_date;nsqip_match_method;nsqip_readmission_count,,main__nsqip_enrichment_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,nsqip_patient_summary,BASE TABLE,1261,94,research_id;nsqip_case_number;nsqip_operation_date;nsqip_match_method;nsqip_readmission_count,,main__nsqip_patient_summary_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,tirads_llm_validation_v2,BASE TABLE,1225,27,source_nodule_uid;research_id;us_report_number;nodule_number;deterministic_key,,main__tirads_llm_validation_v2_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,fna_molecular_linkage_v3,BASE TABLE,809,15,research_id;fna_episode_id;molecular_episode_id;fna_date_native;test_date_native,,main__fna_molecular_linkage_v3_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,extracted_braf_recovery_v1,BASE TABLE,730,7,research_id;braf_status;braf_variant;detection_method;source,,main__extracted_braf_recovery_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,mri_imaging,BASE TABLE,715,41,research_id;mri_label;date_of_exam;exam_type_detail;contrast,,main__mri_imaging_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,sqlite_master,VIEW,651,5,type;name;tbl_name;rootpage;sql,,main__sqlite_master_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,sqlite_schema,VIEW,651,5,type;name;tbl_name;rootpage;sql,,main__sqlite_schema_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,sqlite_temp_master,VIEW,651,5,type;name;tbl_name;rootpage;sql,,main__sqlite_temp_master_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,sqlite_temp_schema,VIEW,651,5,type;name;tbl_name;rootpage;sql,,main__sqlite_temp_schema_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,duckdb_tables,VIEW,526,16,database_name;database_oid;schema_name;schema_oid;table_name,,main__duckdb_tables_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,duckdb_types,VIEW,439,13,database_name;database_oid;schema_name;schema_oid;type_oid,,main__duckdb_types_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,extracted_complications_refined_v5,BASE TABLE,358,9,research_id;detection_date;entity_name;entity_is_confirmed;entity_tier,,main__extracted_complications_refined_v5_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,extracted_ras_patient_summary_v1,BASE TABLE,321,7,research_id;ras_primary_subtype;ras_protein_change;allele_frequency_pct;source,,main__extracted_ras_patient_summary_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,duckdb_views,VIEW,125,12,database_name;database_oid;schema_name;schema_oid;view_name,,main__duckdb_views_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,molecular_normalization_review_v1,VIEW,116,27,molecular_result_id;research_id;source_patient_id;source_specimen_id;source_accession,,main__molecular_normalization_review_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,extracted_rln_injury_refined_v2,BASE TABLE,92,12,research_id;detection_date;injury_type;laterality;rln_injury_tier,,main__extracted_rln_injury_refined_v2_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,ln_x_marker_audit_v1,BASE TABLE,53,9,research_id;tumor_1_ln_examined;tumor_1_ln_involved;tumor_1_ln_location;master_ln_positive,,main__ln_x_marker_audit_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,molecular_code_crosswalk,BASE TABLE,44,6,domain;source_code;target_code;mapping_status;notes,,main__molecular_code_crosswalk_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,pathology_rai_linkage_v3,BASE TABLE,23,15,research_id;surgery_episode_id;rai_episode_id;surgery_date;rai_date,,main__pathology_rai_linkage_v3_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,duckdb_constraints,VIEW,18,15,database_name;database_oid;schema_name;schema_oid;table_name,,main__duckdb_constraints_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,duckdb_schemas,VIEW,6,8,oid;database_name;database_oid;schema_name;comment,,main__duckdb_schemas_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,linkage_summary_v3,BASE TABLE,5,12,linkage_type;total_links;eligible_links;mean_score;min_score,,main__linkage_summary_v3_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,vw_us_nodule_tirads_validated,BASE TABLE,5,9,category;n_patients;pct;with_acr_recalc;with_scored_excel,,main__vw_us_nodule_tirads_validated_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,duckdb_databases,VIEW,4,8,database_name;database_oid;path;comment;tags,,main__duckdb_databases_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,episode_completeness_summary_v,VIEW,4,3,table_name;total_rows;unique_patients,,main__episode_completeness_summary_v_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,molecular_assay_dictionary,BASE TABLE,4,11,assay_key;assay_name;panel_version;platform;vendor,,main__molecular_assay_dictionary_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,pragma_database_list,VIEW,4,3,seq;name;file,,main__pragma_database_list_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,rai_dose_recovery_v1,BASE TABLE,4,15,rai_episode_id;research_id;resolved_rai_date;nuclear_med_scan_index;nuclear_med_scandate,,main__rai_dose_recovery_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,md_val_path_synoptic_encounter_isolation_v1,BASE TABLE,3,8,research_id;surg_date_canonical;n_synoptic_rows;n_distinct_ln_examined;n_distinct_ln_involved,,main__md_val_path_synoptic_encounter_isolation_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,note_extraction_runs,BASE TABLE,3,14,run_id;started_at;completed_at;success;failure_stage,,main__note_extraction_runs_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,molecular_qc_summary_v,VIEW,2,8,source_table;parse_status;normalization_status;n_results;n_patients,,main__molecular_qc_summary_v_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,molecular_ingestion_runs,BASE TABLE,1,7,ingestion_run_id;started_at;completed_at;source_system;runner_script,,main__molecular_ingestion_runs_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,v_canonical_us_nodule_scope_v1,VIEW,1,4,canonical_corpus;n_nodule_rows;n_distinct_source_table;source_table_example,,main__v_canonical_us_nodule_scope_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
main,duckdb_indexes,VIEW,0,14,database_name;database_oid;schema_name;schema_oid;index_name,,main__duckdb_indexes_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail,,
