# generated_by,scripts/270d_stray_schema_migrate.py,generated_at,2026-04-17T07:14:37.399070+00:00
schema,name,object_type,row_count_at_270c,live_row_count,live_column_count,live_queryable,drift_notes,proposed_target_name_270d,proposed_target_fq
main,raw_us_tirads_excel_v1,BASE TABLE,19891,19891,40,True,,main__raw_us_tirads_excel_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__raw_us_tirads_excel_v1_20260417T071454Z"""
main,raw_us_tirads_scored_v1,BASE TABLE,19549,19549,10,True,,main__raw_us_tirads_scored_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__raw_us_tirads_scored_v1_20260417T071454Z"""
main,recurrence_event_clean_v1,BASE TABLE,1946,1946,11,True,,main__recurrence_event_clean_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__recurrence_event_clean_v1_20260417T071454Z"""
main,specimen_genomic_assay_v1,BASE TABLE,10370,10370,24,True,,main__specimen_genomic_assay_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__specimen_genomic_assay_v1_20260417T071454Z"""
main,specimen_master_v1,BASE TABLE,10139,10139,17,True,,main__specimen_master_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__specimen_master_v1_20260417T071454Z"""
main,specimen_source_xref_v1,BASE TABLE,11273,11273,9,True,,main__specimen_source_xref_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__specimen_source_xref_v1_20260417T071454Z"""
main,specimen_tumor_focus_v1,BASE TABLE,11103,11103,21,True,,main__specimen_tumor_focus_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__specimen_tumor_focus_v1_20260417T071454Z"""
main,sqlite_master,VIEW,651,651,5,True,,main__sqlite_master_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__sqlite_master_20260417T071454Z"""
main,sqlite_schema,VIEW,651,651,5,True,,main__sqlite_schema_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__sqlite_schema_20260417T071454Z"""
main,sqlite_temp_master,VIEW,651,651,5,True,,main__sqlite_temp_master_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__sqlite_temp_master_20260417T071454Z"""
main,sqlite_temp_schema,VIEW,651,651,5,True,,main__sqlite_temp_schema_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__sqlite_temp_schema_20260417T071454Z"""
main,surgery_pathology_linkage_v3,BASE TABLE,9409,9409,16,True,,main__surgery_pathology_linkage_v3_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__surgery_pathology_linkage_v3_20260417T071454Z"""
main,survival_cohort_enriched,BASE TABLE,61134,61134,28,True,,main__survival_cohort_enriched_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__survival_cohort_enriched_20260417T071454Z"""
main,synoptic_tumor_long_v1,BASE TABLE,11103,11103,22,True,,main__synoptic_tumor_long_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__synoptic_tumor_long_v1_20260417T071454Z"""
main,tg_postop_surveillance_windows_v1,BASE TABLE,16184,16184,12,True,,main__tg_postop_surveillance_windows_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__tg_postop_surveillance_windows_v1_20260417T071454Z"""
main,tg_timeline_patient_summary_v1,BASE TABLE,3258,3258,20,True,,main__tg_timeline_patient_summary_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__tg_timeline_patient_summary_v1_20260417T071454Z"""
main,thyroglobulin_lab_canonical_v1,BASE TABLE,76971,76971,21,True,,main__thyroglobulin_lab_canonical_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__thyroglobulin_lab_canonical_v1_20260417T071454Z"""
main,thyroid_scoring_py_v1,BASE TABLE,10871,10871,51,True,,main__thyroid_scoring_py_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__thyroid_scoring_py_v1_20260417T071454Z"""
main,thyroid_sizes,BASE TABLE,11675,11675,16,True,,main__thyroid_sizes_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__thyroid_sizes_20260417T071454Z"""
main,thyroid_weights,BASE TABLE,10001,10001,9,True,,main__thyroid_weights_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__thyroid_weights_20260417T071454Z"""
main,thyroseq_molecular_enrichment,BASE TABLE,10862,10862,25,True,,main__thyroseq_molecular_enrichment_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__thyroseq_molecular_enrichment_20260417T071454Z"""
main,tirads_llm_extracted_v2,BASE TABLE,5636,5636,26,True,,main__tirads_llm_extracted_v2_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__tirads_llm_extracted_v2_20260417T071454Z"""
main,tirads_llm_validation_v2,BASE TABLE,1225,1225,27,True,,main__tirads_llm_validation_v2_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__tirads_llm_validation_v2_20260417T071454Z"""
main,tumor_episode_master_v2,BASE TABLE,11691,11691,37,True,,main__tumor_episode_master_v2_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__tumor_episode_master_v2_20260417T071454Z"""
main,tumor_pathology,BASE TABLE,4290,4290,249,True,,main__tumor_pathology_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__tumor_pathology_20260417T071454Z"""
main,ultrasound_reports,BASE TABLE,6793,6793,223,True,,main__ultrasound_reports_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__ultrasound_reports_20260417T071454Z"""
main,us_nodules_tirads,BASE TABLE,10862,10862,36,True,,main__us_nodules_tirads_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__us_nodules_tirads_20260417T071454Z"""
main,v_canonical_us_nodule_scope_v1,VIEW,1,1,4,True,,main__v_canonical_us_nodule_scope_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__v_canonical_us_nodule_scope_v1_20260417T071454Z"""
main,v_imaging_nodule_tirads_gap_v1,VIEW,37016,37016,7,True,,main__v_imaging_nodule_tirads_gap_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__v_imaging_nodule_tirads_gap_v1_20260417T071454Z"""
main,v_patient_surgery_timeline,VIEW,9371,9371,9,True,,main__v_patient_surgery_timeline_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__v_patient_surgery_timeline_20260417T071454Z"""
main,vw_us_nodule_tirads_validated,BASE TABLE,5,5,9,True,,main__vw_us_nodule_tirads_validated_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""main__vw_us_nodule_tirads_validated_20260417T071454Z"""
mm_contract_dev,_bootstrap_event_date_audit_v2,BASE TABLE,50014,50014,8,True,,mm_contract_dev___bootstrap_event_date_audit_v2_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev___bootstrap_event_date_audit_v2_20260417T071454Z"""
mm_contract_dev,_bootstrap_fna_molecular_linkage_v3,BASE TABLE,838,838,15,True,,mm_contract_dev___bootstrap_fna_molecular_linkage_v3_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev___bootstrap_fna_molecular_linkage_v3_20260417T071454Z"""
mm_contract_dev,_bootstrap_linkage_master_v1,BASE TABLE,11506,11506,5,True,,mm_contract_dev___bootstrap_linkage_master_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev___bootstrap_linkage_master_v1_20260417T071454Z"""
mm_contract_dev,_bootstrap_pathology_rai_linkage_v3,BASE TABLE,23,23,15,True,,mm_contract_dev___bootstrap_pathology_rai_linkage_v3_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev___bootstrap_pathology_rai_linkage_v3_20260417T071454Z"""
mm_contract_dev,_bootstrap_patient_cross_domain_timeline_v2,BASE TABLE,59385,59385,6,True,,mm_contract_dev___bootstrap_patient_cross_domain_timeline_v2_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev___bootstrap_patient_cross_domain_timeline_v2_20260417T071454Z"""
mm_contract_dev,_bootstrap_preop_surgery_linkage_v3,BASE TABLE,3517,3517,16,True,,mm_contract_dev___bootstrap_preop_surgery_linkage_v3_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev___bootstrap_preop_surgery_linkage_v3_20260417T071454Z"""
mm_contract_dev,_bootstrap_surgery_pathology_linkage_v3,BASE TABLE,9409,9409,16,True,,mm_contract_dev___bootstrap_surgery_pathology_linkage_v3_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev___bootstrap_surgery_pathology_linkage_v3_20260417T071454Z"""
mm_contract_dev,dim_nodule_mm_v1,BASE TABLE,19891,19891,14,True,,mm_contract_dev__dim_nodule_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__dim_nodule_mm_v1_20260417T071454Z"""
mm_contract_dev,dim_patient_mm_v1,BASE TABLE,11506,11506,10,True,,mm_contract_dev__dim_patient_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__dim_patient_mm_v1_20260417T071454Z"""
mm_contract_dev,fact_fna_mm_v1,BASE TABLE,8119,8119,16,True,,mm_contract_dev__fact_fna_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__fact_fna_mm_v1_20260417T071454Z"""
mm_contract_dev,fact_genetics_mm_v1,BASE TABLE,10126,10126,16,True,,mm_contract_dev__fact_genetics_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__fact_genetics_mm_v1_20260417T071454Z"""
mm_contract_dev,fact_imaging_mm_v1,BASE TABLE,19891,19891,19,True,,mm_contract_dev__fact_imaging_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__fact_imaging_mm_v1_20260417T071454Z"""
mm_contract_dev,fact_path_report_mm_v1,BASE TABLE,11688,11688,15,True,,mm_contract_dev__fact_path_report_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__fact_path_report_mm_v1_20260417T071454Z"""
mm_contract_dev,fact_surgery_mm_v1,BASE TABLE,12326,12326,17,True,,mm_contract_dev__fact_surgery_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__fact_surgery_mm_v1_20260417T071454Z"""
mm_contract_dev,fact_tumor_mm_v1,BASE TABLE,11691,11691,21,True,,mm_contract_dev__fact_tumor_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__fact_tumor_mm_v1_20260417T071454Z"""
mm_contract_dev,imaging_fna_linkage_mm_v1,BASE TABLE,3558,3558,22,True,,mm_contract_dev__imaging_fna_linkage_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__imaging_fna_linkage_mm_v1_20260417T071454Z"""
mm_contract_dev,link_imaging_fna_mm_v1,BASE TABLE,3558,3558,28,True,,mm_contract_dev__link_imaging_fna_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__link_imaging_fna_mm_v1_20260417T071454Z"""
mm_contract_dev,link_surgery_context_mm_v1,BASE TABLE,9371,9371,21,True,,mm_contract_dev__link_surgery_context_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__link_surgery_context_mm_v1_20260417T071454Z"""
mm_contract_dev,link_surgery_path_mm_v1,BASE TABLE,9417,9417,22,True,,mm_contract_dev__link_surgery_path_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__link_surgery_path_mm_v1_20260417T071454Z"""
mm_contract_dev,map_patient_identifier_mm_v1,BASE TABLE,11506,11506,10,True,,mm_contract_dev__map_patient_identifier_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__map_patient_identifier_mm_v1_20260417T071454Z"""
mm_contract_dev,review_queue_imaging_fna_mm_v1,BASE TABLE,1915,1915,9,True,,mm_contract_dev__review_queue_imaging_fna_mm_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__review_queue_imaging_fna_mm_v1_20260417T071454Z"""
mm_contract_dev,val_imaging_fna_linkage_audit_v1,BASE TABLE,1,1,9,True,,mm_contract_dev__val_imaging_fna_linkage_audit_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""mm_contract_dev__val_imaging_fna_linkage_audit_v1_20260417T071454Z"""
qa,concordance_summary,BASE TABLE,139,139,9,True,,qa__concordance_summary_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__concordance_summary_20260417T071454Z"""
qa,domain_validation,BASE TABLE,161,161,12,True,,qa__domain_validation_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__domain_validation_20260417T071454Z"""
qa,manual_review_queue,BASE TABLE,5622,5622,16,True,,qa__manual_review_queue_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__manual_review_queue_20260417T071454Z"""
qa,promotion_review_decisions,BASE TABLE,6,6,15,True,,qa__promotion_review_decisions_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__promotion_review_decisions_20260417T071454Z"""
qa,promotion_scorecard,BASE TABLE,56,56,8,True,,qa__promotion_scorecard_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__promotion_scorecard_20260417T071454Z"""
qa,release_manifest,BASE TABLE,12,12,7,True,,qa__release_manifest_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__release_manifest_20260417T071454Z"""
qa,specimen_genomic_link_review_v1,BASE TABLE,10155,10155,10,True,,qa__specimen_genomic_link_review_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__specimen_genomic_link_review_v1_20260417T071454Z"""
qa,specimen_merge_review_queue_v1,BASE TABLE,1,1,19,True,,qa__specimen_merge_review_queue_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__specimen_merge_review_queue_v1_20260417T071454Z"""
qa,t_diag_specimen_focus_qa_metrics_v1,BASE TABLE,1,1,6,True,,qa__t_diag_specimen_focus_qa_metrics_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__t_diag_specimen_focus_qa_metrics_v1_20260417T071454Z"""
qa,v_diag_specimen_duplicate_focus_fp_v1,VIEW,0,0,2,True,,qa__v_diag_specimen_duplicate_focus_fp_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_duplicate_focus_fp_v1_20260417T071454Z"""
qa,v_diag_specimen_duplicate_master_fp_v1,VIEW,0,0,2,True,,qa__v_diag_specimen_duplicate_master_fp_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_duplicate_master_fp_v1_20260417T071454Z"""
qa,v_diag_specimen_genomics_A_tier_requires_specimen_v1,VIEW,0,0,5,True,,qa__v_diag_specimen_genomics_A_tier_requires_specimen_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_genomics_A_tier_requires_specimen_v1_20260417T071454Z"""
qa,v_diag_specimen_genomics_dupe_thyroseq_slice_v1,VIEW,0,0,5,True,,qa__v_diag_specimen_genomics_dupe_thyroseq_slice_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_genomics_dupe_thyroseq_slice_v1_20260417T071454Z"""
qa,v_diag_specimen_genomics_thyroseq_ordinality_v1,VIEW,0,0,4,True,,qa__v_diag_specimen_genomics_thyroseq_ordinality_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_genomics_thyroseq_ordinality_v1_20260417T071454Z"""
qa,v_diag_specimen_genomics_tier_enum_v1,VIEW,0,0,5,True,,qa__v_diag_specimen_genomics_tier_enum_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_genomics_tier_enum_v1_20260417T071454Z"""
qa,v_diag_specimen_orphan_focus_master_v1,VIEW,0,0,4,True,,qa__v_diag_specimen_orphan_focus_master_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_orphan_focus_master_v1_20260417T071454Z"""
qa,v_diag_specimen_orphan_focus_v1,VIEW,0,0,3,True,,qa__v_diag_specimen_orphan_focus_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_orphan_focus_v1_20260417T071454Z"""
qa,v_diag_specimen_orphan_genomic_focus_v1,VIEW,0,0,5,True,,qa__v_diag_specimen_orphan_genomic_focus_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_orphan_genomic_focus_v1_20260417T071454Z"""
qa,v_diag_specimen_orphan_genomic_master_v1,VIEW,0,0,5,True,,qa__v_diag_specimen_orphan_genomic_master_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_orphan_genomic_master_v1_20260417T071454Z"""
qa,v_diag_specimen_orphan_genomic_v1,VIEW,0,0,5,True,,qa__v_diag_specimen_orphan_genomic_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_orphan_genomic_v1_20260417T071454Z"""
qa,v_diag_specimen_provenance_focus_gaps_v1,VIEW,0,0,4,True,,qa__v_diag_specimen_provenance_focus_gaps_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_provenance_focus_gaps_v1_20260417T071454Z"""
qa,v_diag_specimen_provenance_focus_v1,VIEW,1,1,2,True,,qa__v_diag_specimen_provenance_focus_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_provenance_focus_v1_20260417T071454Z"""
qa,v_diag_specimen_provenance_genomic_v1,VIEW,1,1,2,True,,qa__v_diag_specimen_provenance_genomic_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_provenance_genomic_v1_20260417T071454Z"""
qa,v_diag_specimen_provenance_master_v1,VIEW,1,1,2,True,,qa__v_diag_specimen_provenance_master_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_provenance_master_v1_20260417T071454Z"""
qa,v_diag_specimen_provenance_summary_v1,VIEW,1,1,5,True,,qa__v_diag_specimen_provenance_summary_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__v_diag_specimen_provenance_summary_v1_20260417T071454Z"""
qa,val_specimen_contract_v1,BASE TABLE,12,12,4,True,,qa__val_specimen_contract_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__val_specimen_contract_v1_20260417T071454Z"""
qa,val_specimen_genomic_binding_v1,BASE TABLE,12,12,4,True,,qa__val_specimen_genomic_binding_v1_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""qa__val_specimen_genomic_binding_v1_20260417T071454Z"""
v2_stage,load_inventory,BASE TABLE,270,270,12,True,,v2_stage__load_inventory_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__load_inventory_20260417T071454Z"""
v2_stage,note_entities_llm_airway_invasion,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_airway_invasion_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_airway_invasion_20260417T071454Z"""
v2_stage,note_entities_llm_cervical_ln_detail,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_cervical_ln_detail_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_cervical_ln_detail_20260417T071454Z"""
v2_stage,note_entities_llm_combined,BASE TABLE,11037,11037,15,True,,v2_stage__note_entities_llm_combined_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_combined_20260417T071454Z"""
v2_stage,note_entities_llm_complications,BASE TABLE,11037,11037,15,True,,v2_stage__note_entities_llm_complications_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_complications_20260417T071454Z"""
v2_stage,note_entities_llm_complications_rln_laryngoscopy,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_complications_rln_laryngoscopy_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_complications_rln_laryngoscopy_20260417T071454Z"""
v2_stage,note_entities_llm_dynamic_risk_response,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_dynamic_risk_response_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_dynamic_risk_response_20260417T071454Z"""
v2_stage,note_entities_llm_frozen_section_detail,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_frozen_section_detail_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_frozen_section_detail_20260417T071454Z"""
v2_stage,note_entities_llm_functional_outcomes,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_functional_outcomes_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_functional_outcomes_20260417T071454Z"""
v2_stage,note_entities_llm_genetics,BASE TABLE,11037,11037,15,True,,v2_stage__note_entities_llm_genetics_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_genetics_20260417T071454Z"""
v2_stage,note_entities_llm_imaging,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_imaging_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_imaging_20260417T071454Z"""
v2_stage,note_entities_llm_labs,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_labs_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_labs_20260417T071454Z"""
v2_stage,note_entities_llm_medication_management,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_medication_management_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_medication_management_20260417T071454Z"""
v2_stage,note_entities_llm_medications,BASE TABLE,11037,11037,15,True,,v2_stage__note_entities_llm_medications_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_medications_20260417T071454Z"""
v2_stage,note_entities_llm_molecular_thyroseq_afirma,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_molecular_thyroseq_afirma_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_molecular_thyroseq_afirma_20260417T071454Z"""
v2_stage,note_entities_llm_operative_details,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_operative_details_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_operative_details_20260417T071454Z"""
v2_stage,note_entities_llm_operative_v2_enrichment,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_operative_v2_enrichment_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_operative_v2_enrichment_20260417T071454Z"""
v2_stage,note_entities_llm_parathyroid_detail,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_parathyroid_detail_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_parathyroid_detail_20260417T071454Z"""
v2_stage,note_entities_llm_parathyroid_per_gland,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_parathyroid_per_gland_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_parathyroid_per_gland_20260417T071454Z"""
v2_stage,note_entities_llm_past_medical_hx,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_past_medical_hx_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_past_medical_hx_20260417T071454Z"""
v2_stage,note_entities_llm_past_surgical_hx,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_past_surgical_hx_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_past_surgical_hx_20260417T071454Z"""
v2_stage,note_entities_llm_pathology,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_pathology_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_pathology_20260417T071454Z"""
v2_stage,note_entities_llm_patient_decision_adherence,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_patient_decision_adherence_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_patient_decision_adherence_20260417T071454Z"""
v2_stage,note_entities_llm_physical_exam,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_physical_exam_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_physical_exam_20260417T071454Z"""
v2_stage,note_entities_llm_presenting_symptoms,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_presenting_symptoms_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_presenting_symptoms_20260417T071454Z"""
v2_stage,note_entities_llm_problem_list,BASE TABLE,11037,11037,15,True,,v2_stage__note_entities_llm_problem_list_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_problem_list_20260417T071454Z"""
v2_stage,note_entities_llm_procedures,BASE TABLE,11037,11037,15,True,,v2_stage__note_entities_llm_procedures_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_procedures_20260417T071454Z"""
v2_stage,note_entities_llm_rad_treatment,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_rad_treatment_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_rad_treatment_20260417T071454Z"""
v2_stage,note_entities_llm_rai_detailed,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_rai_detailed_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_rai_detailed_20260417T071454Z"""
v2_stage,note_entities_llm_recurrence,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_recurrence_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_recurrence_20260417T071454Z"""
v2_stage,note_entities_llm_recurrence_detailed,BASE TABLE,11037,11037,19,True,,v2_stage__note_entities_llm_recurrence_detailed_20260417T071454Z,"""Thyroid 2026 UPdated"".""archive_legacy"".""v2_stage__note_entities_llm_recurrence_detailed_20260417T071454Z"""
