# generated_by,scripts/270c_phase_b_planning.py,generated_at,2026-04-17T07:26:38.644897+00:00
schema,table_name,object_type,row_count,disposition,justification,feeder_mapping,keep_list_entry,archive_target,phase_b_execute_order
main,patient_analysis_resolved_v1,BASE TABLE,10871,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (13 normalized cols, total_patients=10871)",age_at_surgery;analysis_eligible_flag;date_traceability_status;demo_confidence;demo_source;race;resolved_at;resolved_layer_version;scoring_ajcc8_flag;scoring_ata_flag;scoring_macis_flag;sex;tsh_suppre...,,,
main,patient_completion_oed_path_linkage_v1,BASE TABLE,11506,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (4 normalized cols, total_patients=11506)",completion_braf_positive;completion_histology_type;completion_reason;completion_t_stage,,,
main,patient_cross_domain_timeline_v2,BASE TABLE,61055,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (1 normalized cols, total_patients=11506)",first_surgery_date,,,
main,patient_tumor_rollup_v1,BASE TABLE,8422,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (57 normalized cols, total_patients=8422)",bilateral_path_flag;capsular_any_present_path;capsular_invasion_refined;capsular_invasion_v6;capsular_ordinal_worst;closest_margin_mm;closest_margin_mm_max;closest_margin_mm_min;gross_ete_flag;has_ist...,,,
main,rai_treatment_episode_v2,BASE TABLE,1857,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (37 normalized cols, total_patients=862)",n_rai_episodes;rai_assertion_statuses;rai_avid_flag;rai_avidity;rai_cumulative_dose_extreme;rai_date_confidence;rai_date_source;rai_dose_confidence_worst;rai_dose_data_available;rai_dose_linkage;rai_d...,,,
main,ret_patient_adjudicated_v226,BASE TABLE,66,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (2 normalized cols, total_patients=66)",ret_adjudicated_flag;ret_evidence_source,,,
main,specimen_master_v1,BASE TABLE,10139,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (1 normalized cols, total_patients=8422)",para_specimen_included,,,
main,synoptic_tumor_long_v1,BASE TABLE,11103,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (2 normalized cols, total_patients=8422)",ete_grade;margin_status,,,
main,tg_postop_surveillance_windows_v1,BASE TABLE,16184,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (13 normalized cols, total_patients=3250)",max_stimulated_tg;post_rai_tg_last;post_rai_tg_nadir;tg_below_threshold_ever;tg_data_available;tg_last_censored;tg_last_value;tg_limitation_note;tg_nadir_suspect_preablation;tg_peak_source;tgab_last_v...,,,
main,tg_timeline_patient_summary_v1,BASE TABLE,3258,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (10 normalized cols, total_patients=3258)",days_first_to_last_tg;first_tg_date;last_tg_date;n_tgab_measurements;tg_mean;tg_n_measurements;tg_nadir;tg_peak;tg_rising_flag;tg_trajectory_class,,,
main,thyroglobulin_lab_canonical_v1,BASE TABLE,74258,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (3 normalized cols, total_patients=3124)",anti_tg_nadir;anti_tg_rising_flag;tgab_interference_flag,,,
main,thyroid_weights,BASE TABLE,10001,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (4 normalized cols, total_patients=10001)",gland_weight_final_g;gland_weight_left_lobe_g;gland_weight_right_lobe_g;gland_weight_source,,,
main,thyroseq_molecular_enrichment,BASE TABLE,10861,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (1 normalized cols, total_patients=10862)",preop_sweep_genes_found_v11,,,
main,tirads_llm_extracted_v2,BASE TABLE,5636,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (13 normalized cols, total_patients=1429)",preop_tirads_best;preop_tirads_category;preop_tirads_worst;tirads_concordant_count_v12;tirads_has_acr_recalc_v12;tirads_mismatch_count_v12;tirads_n_nodule_records_v12;tirads_n_sources_v12;tirads_nodul...,,,
main,tumor_episode_master_v2,BASE TABLE,11691,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (2 normalized cols, total_patients=10871)",laterality;n_tumors,,,
main,tumor_pathology,BASE TABLE,4290,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (3 normalized cols, total_patients=3986)",ihc_braf_confidence_v13;ihc_braf_note_type_v13;ihc_braf_result_v13,,,
main,ultrasound_reports,BASE TABLE,6793,KEEP_REGISTRY_FEEDER,"detail_table_registry_v1 active feeder (10 normalized cols, total_patients=4074)",us_first_exam_date;us_first_exam_days_from_surg;us_isthmus_thickness_mm;us_last_exam_date;us_last_exam_days_from_surg;us_left_lobe_volume_ml;us_most_recent_date;us_most_recent_days_from_surg;us_right_...,,,
main,canonical_patient_master,BASE TABLE,10871,KEEP_SPINE,canonical_patient_master is the cohort spine,,,,
main,duckdb_columns,VIEW,51273,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,duckdb_constraints,VIEW,18,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,duckdb_databases,VIEW,4,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,duckdb_indexes,VIEW,0,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,duckdb_schemas,VIEW,6,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,duckdb_tables,VIEW,526,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,duckdb_types,VIEW,439,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,duckdb_views,VIEW,125,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,pragma_database_list,VIEW,4,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,sqlite_master,VIEW,651,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,sqlite_schema,VIEW,651,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,sqlite_temp_master,VIEW,651,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
main,sqlite_temp_schema,VIEW,651,KEEP_VIEW,view does not reference any ARCHIVE_CANDIDATE tables,,,,
